tweet_text,caution_and_advice,displaced_people_and_evacuations,infrastructure_and_utility_damage,injured_or_dead_people,missing_or_found_people,not_humanitarian,other_relevant_information,requests_or_urgent_needs,rescue_volunteering_or_donation_effort,sympathy_and_support
Read. Then have a good cry. Then find a way to help those in need.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Heartless and mentally unstable. @FLOTUS please get your husband some help. A narcissist diagnosis would help us understand that his words and actions are because he’s psychologically impaired. I implore you, for the sake and safety of our nation ὢA#EducateAndHealMentalDisease",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
".@realDonaldTrump is a willfully ignorant #ClimateDenier which is costing lives &amp; treasure dealing with fires, floods, hurricanes, etc. #ActOnClimate",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Blame the Administration in Charge. I wonder how many of those people in tents voted for The Moron.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Natural Disaster proclamation overrides emminent domain laws. Good luck getting paid half the value of your homes, while the aid money will disappear into Gov coffers and youll be in a fema trailer. Stop the heist!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"REMEMBER another Dem that raised money to help after a disaster, killary, yep, Haiti is still waiting for that help. Im not falling for it this time.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@CGasparino No third term? Thats a comfort. Of course he cant anyway. He will go down as the worst President in history and the damage is still being done. BTW more effing nonsense and lies.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
@PGE4Me stock went up 40% on sick people looking to make a buck off the backs of the 100+ killed by #PGEmalfeasance because @JerryBrownGov signed law so rate/tax-payers foot the bill.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
He should have set up a Charity like @JJWatt did for Harvey Relief! JJ raised almost 30 million !!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
So bad for Eric (and all those who have lost their homes) -&gt; Former U.S. soccer star watched home burn down,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
They have been saying a while now its climate change you moron people dead animals killed homes lost and this is all you can say i hope you get kicked out next time and America gets the president they deserve,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"RT @jaazee1: ALL OF CALABASAS UNDER MANDATORY EVACUATION! #FoxNews,#maga,#pjnet,#tcot,#morningJoe,#Reuters,@wmalDC #QAnon,#pjnet",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
That’s a helluva sentence. I had no idea that was even legal. Potential for some major watershed and aquifer damage if leach fields are breached. I mean wow.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Drone look of Paradise destroyed, Magalia residents that did not evacuate",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
is he not doing thoughts &amp; prayers anymore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
JMHO - Donating the right way - Never - Ever includes giving ($) to the #RedCross. There are a many other charities that make certain more of each dollar ends up providing direct aid.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Also, @realdonaldtrump werent you too cheap to install sprinklers in your building?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Thoughts and prayers” could’ve been enough. If this indifferent person over here is our president, I’m truly disappointed at this country I call home.”",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @raynman123: Guess the Haitian relief fund idea has been used up?ᾑ4ὠF἟A἟8἞C἞7ᾒ0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Beyond tragic. So sorry for the many losses of life and homes heartbroken for the poor animals alsoὉ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @CindyLewis_7: Something is up! These homes look targeted.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
@andersoncooper this is more important than the FL election.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Where are the #AllLivesMatter advocates now? Enjoying the holiday with family and friends while Latinos have no choice other than to harvest the food you eat for slave wages at great risk to their health or their kids will starve.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Paradise volleyball team given new jerseys, $16,000 in donations by opposing team  via @SFGate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"I generally dont comment on any of the non surprising dumb shit he says but Im fairly certain this is one of the few Tweets that I think 99% of Americans find distasteful and stupid, including his fan base",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"REMINDER: Trump redirected FEMA emergency aid to pay for baby jails for kidnapped migrants, so we can’t afford to help Americans who are suffering",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The bloody Red Cross. Not what you think #qanon #california #DEW #DEWs #Agenda21 #Haiti #WhereAreTheChildren #SaveOurChildren #endchildtrafficking #WWG1WGA #DrainTheDeepState #DeepStateInPanic #ses #serco,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
100% successful evacuation from a #nursinghome is nothing short of a miracle. Gives the phrase #safedischarge a whole new meaning. ⁦@MASeniorCare⁩ ⁦@GlobeKayLazar⁩ ⁦⁦⁦⁦@H_SeniorLife⁩ ⁦⁦@BaneCareMA⁩ ⁦@LeadingAgeMA⁩,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Please go support this cause. Many people are homeless, hungry and need your help.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
I can’t even find the words to respond- how hatefilled a person you are to accuse and say poor management is the reasonand then threaten to remove aid??? Heartless ! I can’t wait until you and your rotten attitude are gone!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
And of course the carcases that will float down to Walmart with the rain water,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@realDonaldTrump is a schizoid inhuman monster. All deaths are on him hands,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @ChelseyCrisp: Thank you @nytimes for an honest resource when we’re looking for ways to help. Everyone please give what you can. :,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
@RealJamesWoods Here is a list of things evacuees will need. Anyone can help. If you are near the #evacuation areas or know someone who is:,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAYBE IF YOUD LEND A HELPING HAND A WHOLE TOWN WOULDNT HAVE BURNED DOWN AND LIVES WOULD BE SAVED AND HOMES AND WILDLIFE PROTECTED YOU POS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"This is a callous Tweet with no concern for real people. @realDonaldTrump could have stopped before that last sentence, but it’s Trump and he always has to make a power play. Disgraceful. Americans are dead. Not the time for grandstanding and political power plays.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Federal land Trump, that means it’s a Federal issue. Guess who’s in charge of the Executive Branch of the Federal Government? You demanded massive cuts in the funds to maintain these lands. This is 100% on you and now you blame the victims. Turns out that’s all you’re good at.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Thank you @HillaryClinton for bringing awareness to the SoCal Disaster Relief Fund. ❤️ Donate at  or text UWVC to 41444 for Ventura County only.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"An expert on SO MANY things. PEOPLE HAVE DIED, YOU COCK BAG!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
This is an absolute Nightmare. And has me in tears. I cant believe that the evacuation was so scattered. Its just unbelievable.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Paradise looks apocalyptic, thankfully her family is OK. The death toll continues to rise. Please keep them all in your prayers.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
All help is needed!! And welcomed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Gee Im with AMA I guess I should look to change. Im not interested in dealing with poor businesses vendor,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Maybe we should just burn down our homes cuz they could be flammable and ignite Our home? Uh Wait a sec. FUCK OFF,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"RT @edmontonjournal: Save some applause for Brian Jean, writes @Graham_Journal",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RT @Mix1037FMNews: Heres the skinny on current evacuations. #rmwb @Mix1037radio,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Charities on-site collecting donations, live br",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Evacuation order expand,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @NewsBreaksLive: #Rescue #workers #retrieving pets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@BrianJeanWRP shows grace and resolve under pressure.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
I love that the kitty survived.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thoughts are with all the Mums &amp; their families today!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
RT @VPRobertATA: Teachers please contact your Locals leadership with this information ASAP @ATACounsellors @atassc,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Red Cross will sink 90% of that money into their own non-profit organization though.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
RT @disasterCCDR: Director Tim Haney on the complexities of disaster evacuation. . @mountroyal4u @IAEMCdnCouncil @,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @YourAlberta: WILDFIRE ALERT: residents north of the Alexis Reserve should prepare for evacuation. See @AB_EmergAlert for updates :,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @BenjaminSWatson: Heart is breaking for these families,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Already devastated by oil prices with houses up for sale, could this be a way out for many residents of Ft Mac?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RT @HouckisPokise: CRITICAL WILDFIRE ALERT; and a Local State of Emergency for Little Smoky area please RT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
keep them coming along with prayers. These people are living a nightmare. Many have lost everything,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fundraising efforts are taking place across the country. They included a lemonade stand in Etobicoke  via @cbcnews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Hoping for weather change, some relief.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Make sure you fill up and keep a full tank cause- evacuation time,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#CycloneIdai has left a path of destruction for hundreds of thousands of people in need across Southern Africa. @UNReliefChief allocates US$20M from @UNCERF to ramp up the humanitarian response in ἟2἟F ἟2἟C ἟F἟C But much more is needed &gt;&gt;  #InvestInHumanity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#CycloneIdai: With humanitarian emergency in Mozambique intensifying by the hour, UN agencies sparing no effort to deliver aid, including food rations &amp; emergency health kits.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"We must not let these people suffer a second disaster through a serious disease outbreak or inability to access essential health services. They have suffered enough, Dr Djamila Cabral, the WHO Representative in #Mozambique,” today to RDP in Lisbon #CycloneIdai",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
3 boxes of clothes received from Mr &amp; Mrs Chigogora of Midrand towards victims of #CycloneIdai. Thank you baba naAmai @fortunechasi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"More than 922,900 have been affected in 14 areas of Malawi by flooding caused by tropical #CycloneIdai. We’re on the ground delivering essential supplies and our top priority is helping children and families who have lost their homes. #Malawifloods @MalawiUNICEF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
We are now moving the Reproductive Kits from #Lilongwe to nine districts. The kits will ensure clean delivery to prevent maternal and neonatal deaths among women and girls affected by floods #CycloneIDAI #MalawiFloods2019 @youngwhong @Esaro_unfpa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Sorry to be out of Zim during #CycloneIdai, but heartened to hear how the community has pulled together to organise rescue and relief. Excerpt below from my #Chimanimani uncle unwittingly thrust into role of coordinator.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Please spread the word that Chimanimani hotel is a safe haven for those who are stranded. We dont have a lot but we can offer shelter to those who need it. Call or sms Mandla Mataure on 0775541329 #chimanimanicyclone #CycloneIdai #CycloneIdaiUPDATE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
⁦@MSF_Zimbabwe⁩; assessment for medical care #CycloneIdai,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CYCLONE IDAI UPDATE: The latest information we are receiving as at 1530pm is that the #CycloneIdai death toll in Zimbabwe has increased to 89.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Our @Masonic_Charity has moved quickly to donate £45,000 to aid agency @PlanUK to help the victims of #CycloneIdai in southern Africa",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Its time we put aside our political differences we are one Zimbabwe and at hard times like these lets unite and help the cyclone victims. Tell a friend to tell a friend #CycloneIdai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CIVIL PROTECTION UNIT DISTRIBUTES FOOD IN CHIPINGE: Today the Civil Protection Unit were busy distributing food to communities affected by #CycloneIdai. More aid is still coming through from Zimbabweans across the country.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@UNFPAMocambique is providing humanitarian assistance to women/girls affected by #CycloneIdai through kits to preserve their dignity and setting up systems to respond to violence against women/girls made even more vulnerable by Idai. Read more here:,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Clothes donations being packed at Highlands Presbyterian Church in Harare today. This is the 26th truck thats left from here! #CycloneIdaiUPDATE #CycloneIdaiZW #CycloneIdai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"From tomorrow we pledge to collect any donations from any of our customers with aid, and deliver them daily to the crisis collection centres in Harare. A lot is needed so lets unite and give to those who have been affected the worst. #Ubuntu #LoveZimbabwe #CycloneIDAI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Govt officials, Security Services members and other stakeholders are firmly on the ground to assist victims of #CycloneIdai Contrary to fake news reports, food aid is distributed fairly at Silver Stream and Skyline Centres to over 30k people in need of food.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Today @FuelReliefFund provided fuel to orphanage in Dondo, #Mozambique, destroyed by #CycloneIdai. Children with almost nothing left. Devastation all around. This wasnt just a storm, this cyclone has destroyed lives across the country.  @WFP @logcluster",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"#CycloneIdai hits Chimanimani, destroying and sweeping away over 10 houses at Ngangu high density suburb Friday midnight. Rusitu valley also affected by floods, with proceeding to higher ground for their safety.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"We never stop taking care of those in need, including little Boogli” - a baby pangolin separated from her mother by wildlife traffickers and rescued by #GorongosaRangers. She slept with us through #CycloneIdai and had to be walked daily, dodging lightening storms and flooding.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Houses destroyed in Chimamimani after Cyclone Idai floods in the Manicaland province of Zimbabwe - 18 March 2019 #Zimbabwe #Chimanimani #CycloneIdai,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"RT @FRANCE24: Death toll in Mozambique cyclone, flooding could rise above 1,000",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Mozambican authorities confirm five cases of cholera in Beira  #Mozambique #Idai #CycloneIdai #CicloeneIdai,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"A Zimbabwean man refused to be rescued by police without his bicycle, wheelbarrow, and generator after Cyclone Idai floods in the Manicaland province  #CycloneIdai #Zimbabwe #Manicaland #Chimanimani",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
We can’t prevent a natural disaster BUT we can prevent a disaster within a disaster” Even the most solid countries in the world are always hit by natural disasters. Its time for Zimbabweans to be together and prevent loss of lives in all areas affected by #CycloneIdai,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"The EU has provided a helicopter for the #CycloneIdai relief effort - and today, it started its three week operation under the auspices of the World Food Programme to move relief goods, injured survivors and",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#Chimanimani #Chipinge and surrounding areas are going to need help for the next little while. Let’s come together and assist. Drop off info coming soon for all major cities! #Canada #ZimCanada #CycloneIdai,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Population flee flash floods and mudslides destroying villages in central #Mozambique  #Idai #CycloneIdai #CicloneIdai,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
How he survived he remember a friend telling him about drowning prevention and he quickly implemented the friend advise. Guess what the friend knew about this drowning prevention tips after he had attended a @KirstyCoventry water safety and drowning prevention session,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Today is a #NationalMourningDay dedicated to #CycloneIdai victims by @edmnangagwa We express our deepest condolences to those who lost their friends and relatives. May the souls of the deceased breadwinners &amp; future leaders rest in power @PamushanaNewsZW @HeraldZimbabwe @matigary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Following Cyclone Idai - which has hit Mozambique, Zimbabwe and Malawi - our emergency response team is on the ground carrying out a rapid needs assessment. #CycloneIdai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
@Pontifex The entire world pray without ceasing for southern Africa Mozambique/Zimbabwe/ Malawi Cyclone ldai has killed and destroyed families and structures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"RT @adventistnews: Cyclone Idai: ADRA continues to provide aid in Mozambique, Malawi, and Zimbabwe.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Our hearts and prayers go out to those affected by Cyclone Idai. As @HiHZim we pray for all the families who have lost their loved ones and their homes. We also pray for the safety of those responding with rescue and relief efforts. Please take a moment to donate.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
#CycloneIdai Lets keep praying for our neighbouring country and accummulate any form of aid we can to assist in the process @UNOCHA @UN #TropicalCycloneIdai #Mozambique #MozambiqueFloods2019 #panenyaya #kulendabala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@Cycloneidai As we stand in solidarity with those affected by Cyclone Idai ,donations can be made into Steward Bank Account 1004771423",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
RT @SaintAnthonysFC: Our thoughts and prayers with everyone affected by #CycloneIdai. Stay strong἟2἟F἟F἟C἟2἞C☺️ὉAὊA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"#CycloneIdai According to ZAKA district administrator Ndeya Nyeda the areas are inaccessible as the bridges along chiredzi river are flooded. FOLLOW ZimCitizenNews on Instagram, Twitter",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Partisan(Unfair) Food Distribution in Chimanimani - #CycloneIdai (WATCH) -,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Cyclone Idai has compromised clean water supplies in the affected areas. This is why we are making a donation of mineral water, soap and sanitary pads to assist relief efforts.Our thoughts and prayers go out to those affected by this natural disaster. #cycloneidai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
No party regalia please when distributing food aid to #CycloneIdai victims. Lets be professional. This is not a ZANU PF project.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Urgent appeal for relief and donations for people affected by Cyclone Idai in #Malawi, #Mozambique and #Zimbabwe. @FDC_Moz @NMCF_SA Read Statement here",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
My thoughts and prayers are with you whilst I am enjoying the comfy of Abu Dhabi: @edmnangagwa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"@DanaiGurira @omaze Dear Danai, there is an extremely serious humanitarian crisis in the Eastern part of ZIMBABWE hit by cyclone Idai that swept over Malawi and Mozambique. More than 60 people died in the storm with thousands homeless. We believe u can be the voice of humanity, pls start speaking!",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
We are starving and food distribution is unfair - Chimanimani #CycloneIdai victims (VIDEO) -,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"We remain committed to supporting people impacted by Cyclone Idai which has caused devastating loss in Mozambique, Malawi &amp; Zimbabwe. Our thoughts are with the millions affected.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"#cycloneidai Neighbors&amp;Worldwide Humankind will donate Humanitarian aid to the survivors,but d most critical issue is DELIVERY of aid-as such is hampered by floods,inaccessible roads&amp;weather. Humans will Starve&amp;aid Rotted away,Efforts wasted if All Terrain Vehicles r not used.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@ZB_Bank donated RTGs$60 000 through Red Cross towards the #CycloneIdai victims. The donation includes mealie meal,rice,kapenta,water,blankets and work suits for volunteers #Tinokudai #263chat",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Thanks .@sawyatt. .@WCKitchen you do great work throughout the world. If you are interested in providing food to #Mozambicans without, well connect you with our #GorongosaPark #CycloneIdai Relief Team.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Various stories about how the cyclone ‘exposes’ the govt lack of preparedness. July Moyo has a 1 pg article detailing how sanctions affected the response to natural disasters  so how did Mozambique fair – just as badly!?! @ChigwidaFiona @tambarara @AlexGonese,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
#CycloneIdai The is some real damage in my area (Villages around Nyika GP) so far I know 2 huts collapsed no one was hurt.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@dudumo So sad that we tend to react to events like this after they have happened. Something should have been done to evacuate people in the affected areas #cycloneidai,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
#Mozambique death toll rises to 417 after cyclone – minister  #Idai #CycloneIdai #CicloneIdai,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Following Mozambique and Malawi, Zimbabwe the latest target of #CycloneIdai which has turned into the worst extreme weather event of 2019 so far in terms of loss of life and damage to critical infrastructure #ResilienceForAll #/news/world-africa-47595863",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"#CycloneIdai | The first set of cargo flights with our relief supplies have landed in Beira, #Mozambique. Learn more about our emergency response and how you can help:",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
#HelpForMozambique #HelpForMalawi #HelpForZim. Solidarity continues with all victims of #CycloneIdai which has claimed many #AfricanLives. Strength to all rescue teams trying to save &amp; provide necessities to those still trapped. If it was #France #Africans will be more concerned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"@PacheduZW @Wamagaisa @daddyhope @tumisole @TrevorNcube @edmnangagwa 89 dead, hundreds missing! We have a Deathtoll that is almost equal to that of Mozambique and Malawi where the cyclone struck first days ago with greater intensity???",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Together we can end #hunger : @FAOemergencies &amp; @WFP are working hand in hand by providing seedsἳD to be planted immediately and foodἵA to families of farmers who lost their crops after #CycloneIdai hit #Mozambique.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Your brothers and sisters in #Mozambique, #Malawi &amp; #Zimbabwe urgently need your help. #CycloneIdai caused devastation, impacting hundreds of thousands of people. Many people are displaced and need food and water. You can help: . #Idai",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"The Pan African Union expresses solidarity with the people of Zimbabwe, Mozambique and Malawi affected shattered by #CycloneIdai. We pray that God comforts meets all those affected at their points of need. The AU should rise to the occasion. ENDS. Toon by @chrisatuk",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
We are putting people and equipment into Mozambique to help those affected by the terrible cyclone. Our hearts are with them. Distributions began before #CycloneIdai hit and we rushed 4 metric tons of high-energy biscuits there today.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
