tweet_text,predictions_event_type,event_type_label,class_label
RT @benFranklin2018: Walmart is evicting 100 #CampFire refugees from their parking lot in time for black friday.,wildfires,wildfires,displaced_people_and_evacuations
#Campfire death toll climbs to 63; number of missing jumps to 631,wildfires,wildfires,injured_or_dead_people
California Ford dealership is slammed for disgusting ad during fires  via @MailOnline,wildfires,wildfires,not_humanitarian
Death toll from Camp fire rises to 81 as searchers continue their grim work,wildfires,wildfires,injured_or_dead_people
@MSNBC Tragic event? No. A tsunami is a tragic event. Wild fires in California (PARADISE) are tragic events. Hurricanes and tornadoes are tragic events. Khashoggi was MURDERED. At the direction of the Crown Prince. Dont want to affect your income huh Trump?,wildfires,wildfires,other_relevant_information
Rescue workers wearing hard hats and masks are searching for bone fragments and other human remains from the devastating Northern California wildfire. Rain in the forecast could hamper those efforts.,wildfires,wildfires,rescue_volunteering_or_donation_effort
You have no idea what forrest fires are,wildfires,wildfires,not_humanitarian
@realDonaldTrump If only Jerry Brown approved taking out all those dead bark Beatle infected trees! These fires wouldnt be as bad! Letting all the brush stay was only a matter of time till disaster! It was poor management beginning with the head of California!,wildfires,wildfires,other_relevant_information
"#TTMN | Top Most Noticed News Stories | #Brexit (68%) is the top most noticed news story having been noticed by the majority of the public, followed by California wildfires (4%) and #MatthewHedges (2%)",wildfires,wildfires,other_relevant_information
"RT @RobMooreNRDC: We’re slowly marching toward a world that’s uninsurable.” -- Dave Jones, California’s insurance commissioner",wildfires,wildfires,other_relevant_information
48 people confirmed dead in CAs historicslly WORST EVER CAMP FIRE ENVIRONMENTAL EPIDEMIOLOGISTS ( real smart environmental doctors) expect that this and future fires will cause smoke waves thatll screw air quality for 82million Americans from Oregon to the Great Plains,wildfires,wildfires,injured_or_dead_people
Death toll in California fire soars to 76 as US President Donald Trump surveyed the devastation in the town of Paradise,wildfires,wildfires,injured_or_dead_people
"It’s no accident these fires are in wealthiest areas of California. Because no law enforcement agencies monitor militant Muslim &amp; Antifa groups for fear of being labeled racists, these groups plan &amp; carry out quick &amp; dirty plots to hurt Americans. These fires are one tactic.",wildfires,wildfires,not_humanitarian
We mourn for the lives lost and we pray for the victims of the California Wildfires. I want to thank the Firefighters and First Responders for their incredible courage in the face of grave danger.,wildfires,wildfires,sympathy_and_support
DNA Samples Needed to Identify Camp Fire Victims,wildfires,wildfires,requests_or_urgent_needs
Our thoughts are with our emergency service colleagues and communities currently being affected by the fires burning in #California.,wildfires,wildfires,sympathy_and_support
"Smoke From California Wildfires Visible In New York, New Jersey",wildfires,wildfires,not_humanitarian
Trump threatens to pull federal funding for California wildfires over gross mismanagement this shows that he is Not president for All Americans.,wildfires,wildfires,not_humanitarian
RT @trending27: Thats the holiday spirit! Walmart kicks California wildfire victims out of parking lot camp — RT US News,wildfires,wildfires,other_relevant_information
Authorities search for missing in wind-whipped California wildfires   #news #breaking #trump,wildfires,wildfires,missing_or_found_people
"California Camp Fire Death Toll Reaches 81, Fire Authorities Say",wildfires,wildfires,injured_or_dead_people
"The deadly #CampFire in #California is now 100% contained. The American Red Cross began the response more than two weeks ago and remains on the ground, providing shelter, food and comfort to those impacted by these devastating fires. #RedCross",wildfires,wildfires,rescue_volunteering_or_donation_effort
"ALERT:ὢ8Ὥ1 This is DS Warfare. Not California wildfires [Research: DEWs] This is mass - murder, weaponized destruction. The people escaped onto the beach in those cars and were vaporized and killed. @JerryBrownGov is complicit. @SGTreport",wildfires,wildfires,injured_or_dead_people
"Chico evacuation shelter 9 miles from the Camp Fire (Paradise, CA) now 20 percent contained. Air quality improving in Chico, moved from extreme to unhealthy. If you have to be outside wear a mask. @ABC10 #12News",wildfires,wildfires,displaced_people_and_evacuations
"Current structure status map of the Woolsey Fire in California, maintained by Ventura County Sheriffs Office of Emergency Services View Map:  @VENTURASHERIFF @CountyVentura @vcstar @VCFD @VCFD_Bot #GIS #Esri #Fire #WoolseyFire #wildfires",wildfires,wildfires,infrastructure_and_utility_damage
RT @NBCNewYork: UPDATE: 79 confirmed dead in devastating northern California wildfire,wildfires,wildfires,injured_or_dead_people
"Northstate stylists and barbers are helping each other in the aftermath of the disastrous Camp Fire that destroyed businesses, to show generosity and compassion. READ MORE&gt;&gt;",wildfires,wildfires,rescue_volunteering_or_donation_effort
"The Camp Fire in Northern California’s Butte County has left 29 people dead and destroyed more than 6,700 structures. It’s the state’s most destructive fire.",wildfires,wildfires,injured_or_dead_people
Im happy to announce that we raised over $1000 for the California Community Fund’s Wildfire Relief Fund last night at monday_monday_at_hotel_cafe!! Thanks to all of the,wildfires,wildfires,rescue_volunteering_or_donation_effort
Aaron Rodgers is donating $1 million to relief and recovery efforts for communities affected by the California wildfires,wildfires,wildfires,rescue_volunteering_or_donation_effort
I cant believe this man is the president!! Thousands of people lost their homes belongings etc. some lost their lives from this fire. Yet this is what you tweet out!! I hope in 2020 we have a new president! This makes me sick! #WoolseyFire,wildfires,wildfires,not_humanitarian
"Of the 23 people killed by the fire in Paradise, California, 6 died in cars. Again and again in California’s battle with wildfires, roads have emerged as a major vulnerability for those escaping.",wildfires,wildfires,injured_or_dead_people
"11/14 DONATIONS UPDATE: You can send both Gift and Gas cards to the following location, or make a donation directly through the following website: First Lutheran Church C/O Camp Fire Evacuees 19 Colusa Street Orland, CA 95963",wildfires,wildfires,rescue_volunteering_or_donation_effort
"RT @kron4news: #BREAKING: 56 dead, nearly 9,000 homes lost in Butte County wildfire.",wildfires,wildfires,injured_or_dead_people
"Update: Officials report that the #CampFire has destroyed 6,713 structures. It is now the most destructive individual fire on record in California. Seven of the top 20 most destructive fires in the state have occurred since October 2017. Utterly remarkable.",wildfires,wildfires,infrastructure_and_utility_damage
They follow wildfires and rainfall. Cycle of misery.,wildfires,wildfires,other_relevant_information
Raging California wildfires give us a taste of climate change,wildfires,wildfires,not_humanitarian
@stephenasmith @60Minutes Shed any tears for American citizens dying in California fires? What a phony.,wildfires,wildfires,not_humanitarian
"For an additional view on these fires, even just a little while ago, check out a video called  Plan to Burn up Northern California Disclosed, from Deb Tavaras ( 2/28/18) on StopTheCrime.netNEW channel. She said the gas company is owned by the Rotchilds .@GodRulesNET",wildfires,wildfires,other_relevant_information
"Just in: Heavy rain could trigger flash floods, mudslides in areas scorched by wildfires  via @AJBCSurveys #whatsnew #stayinformed",wildfires,wildfires,caution_and_advice
"Please donate to the Camp Fire victims in Paradise, CA. @PetStylesStacy have a wedding registry” on Amazon. Look for Camp Fire &amp; Paradise Butte County”.Matthew is from Paradise-he and his wife are helping out the community. Many people displaced, sleeping in tents.Please help!",wildfires,wildfires,rescue_volunteering_or_donation_effort
"Holy Shit!!! This is Malibu, California. My heart goes out to all my friends @joerogan @OGEverlast and everyone else who has been impacted by these horrible fires. Photo by @nickthetooth",wildfires,wildfires,sympathy_and_support
Death Toll In #California #Wildfires Rises To 56 After Popular Retiree Town Is Totally Destroyed,wildfires,wildfires,injured_or_dead_people
"Teleconference from his golf course where he is safe, warm, and will enjoy a thanksgiving dinner. But never will he actually set foot in a military camp where they’re eating turkey on paper plates. Or a food line in California where displaced fire victims will have to make do.",wildfires,wildfires,not_humanitarian
"I think it’s safe to say, I’m excited for his hypertension to start kicking in - hope these years of Arby’s find an artery quick. My friends and neighbors homes are burning because our forests are poor? WHAT?!? I didn’t know money stopped fire, I thought it was water — appalled",wildfires,wildfires,not_humanitarian
Where the was FEMA?! Grim Scene for Fire Victims in Chico California Forced to Survive in Wal  via @YouTube,wildfires,wildfires,other_relevant_information
Those who managed to escape the California wildfires before their homes were reduced to cinder had to contend with a difficult dilemma: You have mere minutes before you must run. What do you take? What do you leave behind?,wildfires,wildfires,other_relevant_information
RT @bjpenndotcom: Sending prayers to @joerogan and all of the families affected by the horrific wildfires in California.,wildfires,wildfires,sympathy_and_support
BREAKING NEWS: Authorities say 1000 people are now unaccounted for and 71 are dead in the California Wildfires.,wildfires,wildfires,injured_or_dead_people
How come there is no reporting on @JerryBrownGov and what he has done to promote and allow these fires? @ChrisCuomo @jaketapper @maggieNYT @seanhannity @TuckerCarlson #MAGA #CaliforniaWildfires #BrowardElectionFraud #Qanon #AskTheQuestion,wildfires,wildfires,not_humanitarian
"With the death toll now at 42, and more than 7100 structures consumed, the #CampFire is the deadliest and most destructive wildland fire in California history",wildfires,wildfires,injured_or_dead_people
"@realannapaulina 77 SanDiego USN BOOT CAMP Fire fighting and damage controleὡC After putting us in a closed room with no windows or ventilation! Amazingly Healed within 15-20 min. 59 years old,13 Grand children! DONT PUT YOUR CHILDREN BETWEEN YOU AND BOARDER GUARDS! THEIR FAULT NOT AMERICAS!",wildfires,wildfires,not_humanitarian
RT @HOUSEOFMACLEAN: How and why do these awful fires keep happening in California ? Very unfortunate.,wildfires,wildfires,not_humanitarian
"@RawStory @Ohio Ohio County GOP Makes An Idiotic, Ludicrous, Heartless, Un-American Statement About Californias Wild Fires On FaceBook!!",wildfires,wildfires,not_humanitarian
"For all those battling active California wildfires, these timely tips from @Experts_Com’s property damage restoration experts are helpful in assessing property damage and filing insurance claims. #CalFire #WoosleyFire",wildfires,wildfires,infrastructure_and_utility_damage
"JUST IN: Officials in California report the death toll has risen to 31, while 228 people are still unaccounted for. Read more, on the app. But, this is NOT a national emergency to ⁦scumbag @realDonaldTrump⁩ #MAGA (Via WFSB)",wildfires,wildfires,injured_or_dead_people
To help people affected by the California wildfires text CAWLDFIRES to 90999 to donate $10 to American Red Cross California Wildfires Relief. *Message &amp; data rates may apply,wildfires,wildfires,rescue_volunteering_or_donation_effort
RT @alizardx: @TheRaDR i think the CA Camp Fire destroyed 10K housing units so far. We dont have anywhere to put the former occupants.,wildfires,wildfires,infrastructure_and_utility_damage
@SarahJKS77 @wmioa @andylassner Im not trying to be a smart-ass there should be a way to figure out how they can get water through a forest that is bound to catch fire by even lightning striking it things need to be fixed in California and I dont mean the Border,wildfires,wildfires,not_humanitarian
"New York Times: Fact Check: Trump’s Misleading Claims About California’s Fire ‘Mismanagement’ New York Times: On Twitter, the president claimed that the state’s wildfire woes are a result of poor forest management. The truth is more complicated. shamelnews",wildfires,wildfires,not_humanitarian
Camp-Fire CA 71dead1600 missing Hundreds are living in tents in the parking lot of #Walmart. Walmart has demanded they leave. They should be opening their doors and helping these people! In #HolidaySpirit Lets #BoycottWalmart ***************** PLEASE RETWEET,wildfires,wildfires,missing_or_found_people
"RT theadvertiser California fires: 31 dead and toll could rise; 150,000 force to flee",wildfires,wildfires,injured_or_dead_people
RT @SkyNews: California wildfire deaths rise to 71 ahead of Trump visit,wildfires,wildfires,injured_or_dead_people
RT @the_journi: More Butte County residents allowed home to survey the damage done by the Camp Fire,wildfires,wildfires,infrastructure_and_utility_damage
RT @TIME: 31 people have died and over 220 are unaccounted for in the devastating California wildfires. Heres what to know,wildfires,wildfires,injured_or_dead_people
RT @MavrocksGirl: Evacuation centers full as people seek shelter from California fires  via,wildfires,wildfires,displaced_people_and_evacuations
"California wildfires death toll climbs to 87, almost 500 still unaccounted for - ABC News -  via @ABC The Tree Huggers who are against Forest Management principles as practiced in Europa and some Easter US States",wildfires,wildfires,injured_or_dead_people
"A staggering 6,453 homes. More than 200 people are unaccounted for in Paradise, and officials are bracing for the possibility that the death toll could rise significantly. Tomorrow will bring more sad news from California.",wildfires,wildfires,missing_or_found_people
"It will burn, but it will always regrow. Our hearts go out to all those impacted by the wildfires in California. There are some things that can never be replaced, but thankfully are forests are not one of them. Were committed to keeping forests as forests. #forestproud",wildfires,wildfires,sympathy_and_support
"@SenWarren The wildfires in California have no correlation to climate change. The correlation of CA wildfires is the liberal government wont do control burns and people are not educated on causes of fire, because obviously you are one of them as well. God bless America.",wildfires,wildfires,not_humanitarian
The California Fires loss from a car guys perspective Ouch!,wildfires,wildfires,other_relevant_information
More help for those stuck with animals!! Please pass along! The power of social media can be incredible ❤️❤️ #LAFires #CaliforniaFires #california #Woolseyfire #hillfire #malibu #AgouraHills #Calabasas #losangeles #LAFires,wildfires,wildfires,requests_or_urgent_needs
#Maps and satellite imagery show the damage of the #CampFire.,wildfires,wildfires,infrastructure_and_utility_damage
Amy Schumer evacuated from the California fires | Bobs Blitz  via @BobsBlitz,wildfires,wildfires,displaced_people_and_evacuations
Wallingford homeless camp fire threatens homes,wildfires,wildfires,caution_and_advice
its our time to help. playing the camp fire benefit concert on 12/3 at the grounds in roseville. all of the money from tickets benefits the salvation armys efforts in the camp fire.,wildfires,wildfires,rescue_volunteering_or_donation_effort
Black Friday idea I want to endorse: kick it off with a donation. One option: CA wildfire victims. Excellent list from @KQED here  Also: @voxdotcom list of most effective charities is here:,wildfires,wildfires,rescue_volunteering_or_donation_effort
Tfw the government gives more fucks about lettuce than the fires in California,wildfires,wildfires,not_humanitarian
"Well thats clever If you dont care about the thousands displaced, killed and wiped out. BTW #California, your little fires are affecting the",wildfires,wildfires,displaced_people_and_evacuations
"15 FIRES We now have 15 fires burning in my beautiful State of California! 6,700 structures destroyed so far! ὡ4ὒ5 The most destructive fire in history. 7 deaths! ὡ4 Sad. Camp, Woolsey, Hill",wildfires,wildfires,infrastructure_and_utility_damage
You are a festering hemorrhoid on the butt of humanity. Nine people have died so far.,wildfires,wildfires,injured_or_dead_people
"RT @stevenacurtis: Via @LATimes✔️ California fires: Number of structures destroyed soars to 1,452 in L.A. and Ventura counties",wildfires,wildfires,infrastructure_and_utility_damage
"The California Camp Fire destroyed nearly 14,000 homes, but rising up out of the ashes is a day of hope: Thanksgiving. @WCKitchen has been preparing turkey dinners for thousands of evacuees. @DeMarcoReports has more.",wildfires,wildfires,infrastructure_and_utility_damage
"HISTORIC DESTRUCTION: The raging #CampFire in #ButteCounty is now the MOST destructive wildfire in California history. Authorities say 6,713 buildings were destroyed, mostly homes. At least 9 people were killed trying to escape the flames in and around the town of #Paradise",wildfires,wildfires,infrastructure_and_utility_damage
#How California’s Governor Turned Latest Fire Into Unprecedented Disaster,wildfires,wildfires,not_humanitarian
"Heartbreaking - Tears and prayers ὤFἿB It’s a ‘shock’ to fly over these smokey skies. Bay Area schools closed tomorrow, &amp; this is NOTHING compared to what they are going through #Devastating Camp Fire wildfire death toll rises to 63, sheriff says ”",wildfires,wildfires,sympathy_and_support
to bad he told the truth and you are either ignorant or just hateful. California wildfires: Finland bemused by Trump raking comment,wildfires,wildfires,not_humanitarian
"@dodo This video clip shows clear evidence that the California fires are not random forest fires, but have actually been deliberately created through the use of advanced technology that is used to target housing!",wildfires,wildfires,not_humanitarian
RT @bennydiego: Death toll jumps to 23 in Northern Californias Camp Fire after officials announced 14 more bodies have been recovered.,wildfires,wildfires,injured_or_dead_people
And what would they say if conservatives did the same thing about California and all the wildfires?!!!,wildfires,wildfires,not_humanitarian
Can this fucker get any more narcissist? Gross. People were legit killed by these fires and he just Wants to pint fingers.,wildfires,wildfires,not_humanitarian
Search Continues in NorCal Fire as Death Toll Rises to 23 #JoeAllen&amp;Olivia #FatheroftheYear,wildfires,wildfires,injured_or_dead_people
"Pls RT &amp; share widely, let #California #artists know about this emergency assistance resource~its for ALL performing arts &amp; entertainment workers, not just actors! @kathleenmadigan @TheLewisBlack @TimRobbins1 @JohnFugelsang @CynthiaNixon @mrdannyglover @johncusack @ava @Pink",wildfires,wildfires,other_relevant_information
"Paradise lost, along with many other communities, as fires continue to ravage California. Authorities confirmed today that 31 people have died &amp; 228 are still unaccounted for. Its unclear if Trump will approve the disaster relief requested by Gov Brown.",wildfires,wildfires,injured_or_dead_people
RT @ranimolla: Youre not making it up: East Coast hurricanes have gotten more media coverage than California wildfires,wildfires,wildfires,other_relevant_information
"President Trump on the California wildfires: As big as they look on the tube, you dont see whats going on until you come here.",wildfires,wildfires,other_relevant_information
"During the season ᾘ3 of giving, remember to give to charities now assisting the victims of the wild fires in CA! Most have asked for cash or volunteer donations, being they have little storage place left for supplies donated.",wildfires,wildfires,rescue_volunteering_or_donation_effort
"Trump blames California wildfires on poor forest management, threatens to withhold payments as death toll rises to 11 ; FOX Says ZERO No CRITICISM",wildfires,wildfires,not_humanitarian
Raiders make Camp Fire relief donation,wildfires,wildfires,rescue_volunteering_or_donation_effort
Please help my friend who lost everything in the CA fires. One of the sweetest most caring people I know. Every little bit helps.,wildfires,wildfires,requests_or_urgent_needs
MEGAPIXELS: #NASA provides a powerful view of #California’s deadly wildfires,wildfires,wildfires,other_relevant_information
Completely devoid of any empathy for so many people who have lost literally everything. THIS is all the President had to say about the #CaliforniaFires #WoolseyFires. Wishing the best for all affected by the fires. This is just so sad.,wildfires,wildfires,sympathy_and_support
RT @TravisAllen02: Trump is in California blaming California for the wildfires in California. Man has no decency at all. Actually sad.,wildfires,wildfires,not_humanitarian
"Shame on you. We have at least 9 dead and have not even begun to count the homes lost and other damage. And this is your first tweet about the horrific fires?? Issuing an uninformed threat??? BTW, if you really do want to talk forest mismanagement, let’s start with Fed land.",wildfires,wildfires,injured_or_dead_people
California fires do the unthinkable: Bring James Woods and Alyssa Milano together,wildfires,wildfires,other_relevant_information
RT @stonecold2050: The California fires are heartbreaking. Our heroes resting.,wildfires,wildfires,sympathy_and_support
"CHICO, Calif. (AP) Northern California sheriff says wildfire death toll at 88 after human remains determined to belong to more than 1 body.",wildfires,wildfires,injured_or_dead_people
RT @jvanderbeken: PG&amp;E power line eyed in Camp Fire had collapsed during 2012 storm,wildfires,wildfires,infrastructure_and_utility_damage
Thread: How are nonprofit newsrooms in California covering the wildfires in the state? (Each of these newsrooms is part of  so you can donate to support their wildfire coverage and it will be doubled) /1,wildfires,wildfires,rescue_volunteering_or_donation_effort
@AntonioSabatoJr Like I said before California is burning due to the policies that Democrat politicians have or have not supported its their stupidity theyre at fault at why California fails every time at large fires. Its time we make a change stop voting in Democrats.,wildfires,wildfires,not_humanitarian
"Multiple wildfires. Thousands of homes destroyed. 80 confirmed dead and almost 1,000 missing. Please donate if you can. If you cant, please RT this.",wildfires,wildfires,infrastructure_and_utility_damage
RT @NZStuff: US man survives Northern California fires by submerging himself in a stream,wildfires,wildfires,other_relevant_information
"RT @SarahPalinUSA: California Fires WORSEN, Sends 250,000 Fleeing For Their Lives",wildfires,wildfires,displaced_people_and_evacuations
"It’s Not Just the Flames, It’s the Air Quality: As a Million Students Are Forced out of Class Due to California Wildfires and Smoke, State Schools Chief OKs Emergency Relief",wildfires,wildfires,caution_and_advice
Something is really wrong with cable news. The largest metropolitan areas in both Northern and Southern California have been surrounded by fire. Smoke is causing hazardous health conditions for millions of people. But cable news doesn’t even care about the West Coast. At all.,wildfires,wildfires,other_relevant_information
Smoke from the California wildfires is visible as far as the East Coast,wildfires,wildfires,other_relevant_information
"@brad5061 @realDonaldTrump Yes California is now the only western state with fires. What about Montana, Oregon and Wyoming? Are they exempt because the are red states?",wildfires,wildfires,not_humanitarian
"As fires rage through northern and southern California right now, please consider donating to the Wildfire Relief Fund to help folks whove lost their homes, belongings, and more:",wildfires,wildfires,rescue_volunteering_or_donation_effort
"#BREAKING: The #CampFire, worst wildfire in California, is now 100% contained. 85 people are dead, 249 people are unaccounted for, 153,336 acres of land have been burned, and 14,500 buildings (including homes obviously) have been destroyed. // @bri_sacks",wildfires,wildfires,injured_or_dead_people
You can use any photo you want.and please visit our @WCKitchen main kitchens and Food trucks#ParadiseStrong #ButteStrong,wildfires,wildfires,not_humanitarian
Nurses risk their lives to save patients from California wildfire,wildfires,wildfires,rescue_volunteering_or_donation_effort
"»MGN-AFRICA® pin:263789F4 » Relentless California wildfires leave 84 dead, over 800 unaccounted for: Hundreds of people remain missing in the wake of a pair of deadly wildfires that have been burning across both ends of California. »  @wizkidayo",wildfires,wildfires,missing_or_found_people
RT @sacbee_news: Green Bay Packers QB and Chico native Aaron Rodgers donates $1M to #CampFire relief — heres how you can also help: :,wildfires,wildfires,rescue_volunteering_or_donation_effort
"Camp Fire Death Toll At 29 After More Remains Discovered, Tied For Deadliest #WILDFIRE In California History  #GPWX",wildfires,wildfires,injured_or_dead_people
Please donate. #CaliforniaFires,wildfires,wildfires,rescue_volunteering_or_donation_effort
North Cali Native Aaron Rodgers Donating $1 Million To California Wildfire Victims.,wildfires,wildfires,rescue_volunteering_or_donation_effort
@rmasher2 @realDonaldTrump How does global warming cause forest fires just in California?? Other states are Hot and they don’t have wild fires. Maybe just maybe the illegals are acting irresponsibly and causing these fires just like the last one.,wildfires,wildfires,not_humanitarian
#LinkinPark soldier Alisha lost everything in the California fire. #LPSoldiers help by donating to help her get back on her feet. Please help. We would really appreciate even a retweet. Anything to spread the word.,wildfires,wildfires,rescue_volunteering_or_donation_effort
I know some of my followers are in the Bay Area and I know some of your are radio journalists. A radio station in Northern California needs your help.,wildfires,wildfires,requests_or_urgent_needs
"Kim Kardashian and her family dedicated their E! People’s Choice Awards win on Sunday to the California firefighters, first responders and law enforcement who’ve responded to the deadly wildfires and country bar shooting that killed 12 people last Thursd",wildfires,wildfires,injured_or_dead_people
California to receive ‘dramatic relief from wildfire smoke as Camp Fire survivors seek safer shelter,wildfires,wildfires,rescue_volunteering_or_donation_effort
"Ahead: latest on the fires in California; and then @NPRrelving on elections, recounts, insults, etc.",wildfires,wildfires,other_relevant_information
Busy weekend ahead raising $$ to fight childhood hunger with my team ⁦@IllusiveYetis⁩ for #E4K and the #BadIdeaTour ⁦@SeattleMarathon⁩. Also helping out my neighbors with ⁦@VirtualStrides⁩ Lend A Hand: California Wildfire Relief. Ἴ3‍♀️,wildfires,wildfires,rescue_volunteering_or_donation_effort
8️⃣5️⃣ WHERE DID THE WILDFIRES” COME FROM❓ ✳️ How were these examples of destruction in CA caused by wildfires” as we’re being told❓ ✳️ Using Directed-Energy Weapons on us = CRIMES AGAINST HUMANITY‼️ ✳️ Remember 9/11 and all the lies we’ve been told.,wildfires,wildfires,not_humanitarian
@Govjerrybrown @VisitCA Don’t visit #California #Fires #earthquakes Ὂ9 in #streets #homeless disaster and #Trump is problem? #California TOTALLY DEMOCRAT and under @Govjerrybrown the state is #FALLING apart. These fires these deaths on #BROWN as in color of ground with no grass,wildfires,wildfires,not_humanitarian
Thank you @buzzfeed for including the @RedCross in your video. Red Cross disaster workers are working tirelessly to support the communities affected by the California wildfires. ❤️⛑️,wildfires,wildfires,rescue_volunteering_or_donation_effort
"RT axios The Camp Fire in California has destroyed at least 6,713 homes, businesses and other structures.",wildfires,wildfires,infrastructure_and_utility_damage
#CampFire evacuees asked to leave #Chico #Walmart #tentcity  #SmartNews,wildfires,wildfires,displaced_people_and_evacuations
News: 76 people dead in California fires Me: News: look at these three bunnies that have nowhere to live now because of the fires Me: ὢ2,wildfires,wildfires,injured_or_dead_people
"@realDonaldTrump 31 people in California are dead, some incinerated. Do you know what that word means? Do you understand the horror of how they died? Hundreds are still missing. Fires still rage. But yes, lets obsess over how people are picking on you, and whether or not that costs you money.",wildfires,wildfires,injured_or_dead_people
"Wind gusts are fanning the flames of the ravenous Camp Fire, which has killed five people and destroyed thousands of structures. WATCH. #PatchCalifornia",wildfires,wildfires,injured_or_dead_people
RT @TIME: Northern Californias wildfire death toll has climbed to 63 while hundreds more are still missing,wildfires,wildfires,injured_or_dead_people
RT @MarketWatch: California’s deadliest wildfire finally contained; death toll rises to 85,wildfires,wildfires,injured_or_dead_people
"California wildfire death toll mounts, matches states deadliest #breakingnews #breaking #worldhealines",wildfires,wildfires,injured_or_dead_people
"builders in the #California are on track to add 645,000 homes in highly #fire-prone zones by 2050. #marcoslaw #legalbizglobal",wildfires,wildfires,other_relevant_information
"RT @BostonGlobe: The death toll in the Northern California wildfire stands at 81, with nearly 870 people still unaccounted for",wildfires,wildfires,injured_or_dead_people
"Sir, Known Paradise Ca whole adult life!Have family friends who’s lives destroyed! ὒ5ὢ1ὄ7I HOLD THESE ASSES ENTIRELY 2 BLAMEὄ7 @JerryBrownGov @DNC @TheDemocrats @GavinNewsom DEMS AGENDA 4 CALIFORNIA SOCIETY IS TURNING IT INTO ὄ9A SHIT HOLEὄ8 BTW 5 GENS HISPANIC IM SICKὢ1",wildfires,wildfires,not_humanitarian
