tweet_text,predictions_event_type,event_type_label,class_label
Winners of the Inishowen Flood relief draw  via @officialdonegal,floods,hurricane,other_relevant_information
One way to avoid persistent storm damage in Vermont? Knock down flood-prone homes,floods,hurricane,infrastructure_and_utility_damage
"COACH DAVE DAUBENMIRE ON FLOOD RELIEF FOR TEXAS  #RaptureWatch, #FloodReliefForTexas,",floods,hurricane,rescue_volunteering_or_donation_effort
@propagandhi This guy kills it at the floor is lava,floods,hurricane,not_humanitarian
Theyre teaching us to cook their way: A Utah food truck is serving thousands of flood victims in,floods,hurricane,other_relevant_information
Have questions about whats in The 21st Century Flood Reform Act? NARs FAQ can help:  #NFIP #FloodInsurance,floods,hurricane,other_relevant_information
"Flood waters and landslides through South Asia have killed 1,200. But Western media has paid little attention.",floods,hurricane,injured_or_dead_people
"Nope, Plenty of open land in the Dakotas that Never floods",floods,hurricane,not_humanitarian
Almost No One Is Talking About Floods In South Asia That Killed 1200 People (WARNING: Photos Are Horrifying)  via,floods,hurricane,injured_or_dead_people
Flood hit Bihar farmers to be compensated for crop damage within a month  via @DailyhuntApp,floods,hurricane,infrastructure_and_utility_damage
Continued to tour and extend all possible help to the people in flood affected areas of Sirohi district,floods,hurricane,rescue_volunteering_or_donation_effort
Our #flood relief efforts are still going on. You can still support the affected in various ways.,floods,hurricane,rescue_volunteering_or_donation_effort
Death by drowning is sadly common for #kids in #Bangladeshs Chars. Here boy minds sibling during flood. Visit  #help,floods,hurricane,injured_or_dead_people
Gov. @LarryHogan is sending a Maryland National Guard unit to Puerto Rico to aid in Hurricane Maria recovery.,floods,hurricane,rescue_volunteering_or_donation_effort
RT @ISKCONofHouston: Please help if you can. Read article and find a link. Hare Krishna.,floods,hurricane,rescue_volunteering_or_donation_effort
Are dams making us more or less safe re floods + other natural disasters?  @IUCN_Water @Federation @jjopperman,floods,hurricane,other_relevant_information
"Please help my uncle and aunt stranded in Kottarithil Lakshmi Nivas, Mundapuzha, Ranni, Pathanamthitta. Rescue by boat or helicopter recommended. Please share and spread. #KeralaFloods #KeralaFloods2018 #keralarescue",floods,floods,requests_or_urgent_needs
Asian Games : Seema Punia to donate 1 lakh rupees for Kerala flood relief,floods,floods,rescue_volunteering_or_donation_effort
"Happy Onam to all our sisters&amp;brothers in Kerala.Salute to Army,Government Machinery,Fisher community who have rescued thousands fm marooned water. This humanitarian act reflects the spirit of Onam.Let us express our solidarity to Kerala with big or small donation.#KeralaFloods",floods,floods,rescue_volunteering_or_donation_effort
"These are the precautions issued by the Directorate of Health Services for the public and medical workers: - Consume only safe drinking water, preferably boiled. - Wash hands frequently w/soap - Dont consume food soaked with the floodwaters #KeralaFloods",floods,floods,caution_and_advice
RT @eastcoastrail: .@RailMinIndia Relief material #KeralaFloodRelief loaded today at Visakhapatnam Station @drmwat_ecor @SDVSKP,floods,floods,rescue_volunteering_or_donation_effort
"Some essential relief items were distributed by #HAI member Cosmic Community Centre to 100 families in Pandanadu village, Alleppey district, Kerala with help from students of Laa De Institute of Social Sciences. #KeralaFloodRelief",floods,floods,rescue_volunteering_or_donation_effort
"What a great idea and idea to support the propel in need a. Love the thought behind #100PipersPlayForACause in Gurgaon and Bengaluru. Music not only entertains us, but also heals and helps rebuild. The event will help contribute to the Kerala flood effort. @100PipersIN",floods,floods,sympathy_and_support
"Reestablishing water supply in Kerala. Availability of drinking water is prime concern after floods. Flood has caused severe damage to supply lines. CRPF is immensely engaged in rehabilitation, men are deployed to work day and night on war footing to bring back normalcy.",floods,floods,infrastructure_and_utility_damage
how many will support if i start donation campaigm for #keralafloods do RT &amp; show ur support. we will collect little contribution from everyone &amp; later will go to kerala &amp; help flood victims.,floods,floods,rescue_volunteering_or_donation_effort
RT @iBeingSahilkhan: Bhai donate 12Cr To #KeralaFloods #KeralaFloodRelief #SalmanKhan @BeingSalmanKhan A Golden Heart Man,floods,floods,rescue_volunteering_or_donation_effort
"RT @apnnewsindia: Death toll in #Kerala mounts to 210, over 7 lakh displaced.",floods,floods,injured_or_dead_people
Use the below links to donate and help people in Kerala .. you can so order food on zomato for people in Kerala (30 per meal) CMRF:  Paytm:  Amazon  Zomato  #Kerala #KeralaFloods RT,floods,floods,rescue_volunteering_or_donation_effort
"#Todaynewshub, #TeluguNews, #LatestNewsUpdates SBI blocked fake Kerala Flood Relief Fund",floods,floods,other_relevant_information
"RT @VarthaBharatiEn: In Kerala’s Alappad, RSS Workers Attacked A Fisherman Who Returned From Flood-Rescue Operations",floods,floods,rescue_volunteering_or_donation_effort
Congress President Rahul Gandhi visits a relief camp in Chengannur. He is on a 2-day visit to the flood-hit Kerala. #KeralaFloods,floods,floods,other_relevant_information
RT @rameshlaus: Actor @arulnithitamil has donated 5 Lakhs to #Kerala Chief Minister Disaster Relief fund.. #KeralaFloodRelief,floods,floods,rescue_volunteering_or_donation_effort
"UAE is offering Rs 700 crore aid to rain-battered Kerala; Qatar is offering Rs 35 crore, Maldives offering Rs 34 lakhs. But Modi govt is not willing to allow it. Is Narendra Modi Is PM of India or only of BJP who can take Funds for his Party. #Keralafloodrelief #KeralaFloods",floods,floods,rescue_volunteering_or_donation_effort
Kerala has been struck by a devastating flood that has caused immeasurable wreckage. It has taken lives &amp; destroyed homes of the people. #SIIMA stands with Kerala and its people. #KeralaFloodRelief You can help out by donating at,floods,floods,rescue_volunteering_or_donation_effort
"1094 people died in the 26/7/2005 Mumbai flood. No bragging, boasting, bullshitting, begging, borrowing. We simply limped back to life in a week. Whatever had to be done by the center and state was done speedily. #NoCommieGovt @vasudevan_k #KeralaFloods",floods,floods,injured_or_dead_people
"Ὄ6 Uttarakhand Floods (2013) Death Toll : 5748 Central Aid to Uttarakhand : 1000 Crore Kerala Aid to Uttarakhand : ZERO (Note : It was Congress Government in Center, Uttarakhand &amp; Kerala) @INCIndia @BJP4India #KeralaFloods #UttarakhandFloods",floods,floods,injured_or_dead_people
Are we supposed to live without electricity in this hot weather and floods everywhere ?Cant even open the windows for some cold air because Mosquitos from the floods is making it worse to live in. @CMOfficeAssam @sarbanandsonwal #AssamCrisis #floods #NoElectricity,floods,floods,other_relevant_information
"Based on the severity of #Keralafloods on August 15, #Dial1298 Emergency Ambulance Services voluntarily started rescue operations and were successful in saving more than 360 people stranded in various parts of the state. Read more -  #Ziqitza",floods,floods,rescue_volunteering_or_donation_effort
"#AIMIM Party Workers of Chennai Dist, Tamilnadu organized #KeralaFloodRelief camp &amp; can be seen while collecting donations for #KeralaFloodRelief to help the people who are affected in #KeralaFloods. @asadowaisi",floods,floods,rescue_volunteering_or_donation_effort
.@narendramodi s whatsapp status ❌CANT accept ₹700cr Relief for #KeralaFloods from UAE to #RebuildKerala ✔️CAN only accept donations even from UAE in BJP party fund,floods,floods,rescue_volunteering_or_donation_effort
"We cannot stay in our home. The roof of the house may collapse any time in the wind. We have lost everything in the floods, even our homes. We do not even have money to rebuild a new house, says a family who was affected by the #KeralaFloods.",floods,floods,infrastructure_and_utility_damage
"Political blame game has started in #Kerala; Opposition leaders including @rameshchennitha say #KeralaFloods is man-made disaster; that release of waters was delayed and warnings were not given causing loss of life and property; govt says no delay, they went by IMD warnings @ndtv",floods,floods,not_humanitarian
I would like to thank fisherman from neighbouring state to come forward and help victims of Kerala. These are working persistently and expecting nothing but saving lives of trapped people. #KeralaFloodRelief.,floods,floods,sympathy_and_support
.@itsSSR posted a video of the relief workers loading food materials onto a truck. #KeralaFloods #KeralaFloodRelief #KeralaReliefFund,floods,floods,rescue_volunteering_or_donation_effort
Please donate for Kerala flood victims through Oxfam India. #kerala #floods #donation,floods,floods,rescue_volunteering_or_donation_effort
"RT @iamvijayakumar: Kerala flood death toll increases to 164. Do your bit, Donate #KeralaFloods",floods,floods,injured_or_dead_people
"Death Toll Rises 15, After Rat Fever Scare In Flood-Wrecked Kerala  via Dailyhunt. So far 40 cases of tat never reported.",floods,floods,injured_or_dead_people
"@wickedvox @topblogger1 Random thought, why cant churches sell off their lands and donate to help in rebuilding #Kerala? #KeralaFloods",floods,floods,rescue_volunteering_or_donation_effort
"Dear @NoufMarwaai you spoke about Kerala our Hospitality and Food, but didnt see your tweet on #KeralaFloods and #Onam this Festival is not limited to Hindus it belong to every Keralites. Both not yet over so please hurry",floods,floods,other_relevant_information
Kerala floods: PSU oil companies assure fuel &amp; LPG supplies to state  @bsindia @CMOKerala @IndianOil_Delhi #Kerala #KeralaFloods #KeralaSOS,floods,floods,rescue_volunteering_or_donation_effort
"Kerala Floods: Our India team preparing meals for over 10,000 people affected by #KeralaFloods ! We are humbled by our amazing volunteers. To Donate:  @CMOKerala @AlexCrawfordSky @SkyNewsTonight",floods,floods,rescue_volunteering_or_donation_effort
"Is this good sign for India nd Pakistans relation? I think. Bcoz 1st time in last 72 years, Any Pakistani PM Come forward for humanitarian aid in Indian state #Kerala who face devastated flood. We able to provide any assistance but happy to see this. Thanks PM @ImranKhanPTI",floods,floods,rescue_volunteering_or_donation_effort
Madhya Pradesh police donated Rs 1.31 crore to Kerala Chief Ministers distress relief fund. All police personnel of state will donate 1 days salary for same: Madhya Pradesh Director General of Police (ANI) Here’s how you can help #KeralaFlood victims:,floods,floods,rescue_volunteering_or_donation_effort
"As we sleep soundly tonight, there are millions in #Kerala who are struggling for necessities of life due to massive floods. May our prayers &amp; support in whatever form help alleviate their pain. May God be with them &amp; keep them safe. #Kerala you are in our prayers. #KeralaFloods",floods,floods,sympathy_and_support
"Congress President @RahulGandhi meets the flood affected people at TRS Puram Relief Camp, Chalakuddy in Thrissur, Kerala #RebuildingKerala",floods,floods,other_relevant_information
Remember during Kashmir floods there was a video of army vehicles falling into flood waters and few kashmiri separatist handles sharing and rejoicing over it Now few sanghis are rejoicing over Kerala floods Conclusion: both are one and the same,floods,floods,not_humanitarian
Current Status: Need food and water. water level arround 5 feet. require rescue #KeralaFloods #KeralaSOS #KeralaFloodsHelpNeeded #SOSKerala @KeralaSDMA @kerala_rescue @ndmaindia,floods,floods,requests_or_urgent_needs
"&lt;Thread&gt; After the flood havoc, the UAE government had offered Kerala a help of about Rs 700 crore. But the central government has declined the offer. This is clearly a political decision of the central government vis-a-vis Kerala. (1/n)",floods,floods,rescue_volunteering_or_donation_effort
The millions displaced really need your help so please do your bit for #KeralaFloodRelief over here  PLZ Retweet #KeralaFloods #Kerala #KeralaFlood #SaveKerala @CMOKerala @ShashiTharoor @TheNationalUAE @lululemon #MalayalamNews @RealWealthyMen @UN,floods,floods,displaced_people_and_evacuations
#wonderful gesture shown by #Indian Auto Industry by donating money to #KerelaFloodRelief. Very difficult see this when #floods happens in #Bihar. #Discrimination #Hypocrites,floods,floods,rescue_volunteering_or_donation_effort
#NDTV has decided to adopt three worst affected villages in #Kerala and help rebuild lives. Join us. Lets own it up! #KeralaFloods #KeralaFloodRelief @ndtv,floods,floods,rescue_volunteering_or_donation_effort
@mohandastg @alphonstourism Whole fake news was planted to diverte the main issue ie : Who created the floods ? Who is responsible for the death of innocent people in Kerala. Those strategists inside and outside the media are successfull till now . #keralafloods,floods,floods,not_humanitarian
Flooded Kerala is pulling out all stops to tackle health problems and prevent disease outbreaks  #KeralaFloods,floods,floods,other_relevant_information
"All of us are inundated by calls from people concerned about the #KeralaFloods, particularly conveying SOS requests. @news18kerala has set up an emergency response helpline manned 24x7",floods,floods,requests_or_urgent_needs
RT @bilal_motorwala: UAE leaders order formation of emergency committee to provide aid to Kerala. #keralafloods #KeralaFloodRelief /,floods,floods,rescue_volunteering_or_donation_effort
A meeting of Fontal Heads was Presided over by MRCC President @sanjaynirupam today at Mumbai Congress HQ to further facilitate relief Items required for Kerala Inhabitants as part of Mumbai Congress Initiative. #KeralaFloods #KeralaFloodRelief,floods,floods,rescue_volunteering_or_donation_effort
"Friends, heres an @amazon wishlist of things needed by persons with disabilities affected by #KeralaFloods ; please donate generously.",floods,floods,requests_or_urgent_needs
"During the #keralafloods, many kind, brave souls came to the aid of our animal kin- from cats &amp; dogs to crocs &amp; snakes! On behalf of all the lives you touched: Thank You, dear guardian angels. Story: @tinastories Animation: the fabulous Krishna Chandran @kc_kc_kc #ReBuildKerala",floods,floods,not_humanitarian
"Location: 10°1037.8N 76°1830.5E 30 people at a house 300meters from St Antony’s church (blue sheet roof) . no food or water . mobiles off. reported by others at 11:12 pm,18-08-2018 Fwdg now at 01:58 am, 19.08.18 @CMOKerala @NDRFHQ @kerala_rescue #KeralaFloods #KeralaSOS",floods,floods,requests_or_urgent_needs
With more being saved and shifted to camps we need uninterrupted supply of food and medicines there. Thanks to all the great souls who are helping us. Shipping rice and other items to palliative care camps #KeralaFloods #LetsDoit #StandWithKerala,floods,floods,requests_or_urgent_needs
This is sp touching. Groups pf villagers lined up to pay obeisance to fisherfolk going again and again every day to rescue flood victims. True heroes of #KeralaFloodRelief,floods,floods,rescue_volunteering_or_donation_effort
RT bollybubble: #KeralaFloods: SrBachchan donates Rs.51 lakh and his personal clothing #AmitabhBachchan #KeralaDonationChallenge #KeralaFloodRelief #BollywoodBubble,floods,floods,rescue_volunteering_or_donation_effort
On this #RakshaBandhan one of my sister sent Rakhi from Vizag then I wont give Any gift to Her But is Donating to Kerala #KeralaFloods All Brothers Please do same thing Donate for #KeralaFloodRelief @KTRTRS @PawanKalyan @RaoKavitha @trsharish @actor_nithiin @urstrulyMahesh,floods,floods,rescue_volunteering_or_donation_effort
Thank you @NASSCOMfdn for partnering with @ActionAidIndia for reaching out to most vulnerable floods affected communities in #Keralafloods.,floods,floods,rescue_volunteering_or_donation_effort
"Sikh groups from Noida to send food, clothes, medicines etc to Kerala  #KeralaFloodRelief #KeralaFloods",floods,floods,rescue_volunteering_or_donation_effort
"@madhukishwar @myogiadityanath External Affairs Minister, Finance Minister go to AIIMS for treatment but Communist Kerala CM @CMOKerala goes to Capitalist US for treatment, not even to UAE which he claimed was giving ₹700 crore aid to his flood hit State but was refused by Modi Government.",floods,floods,other_relevant_information
Kerala is facing its worst flood in 100 years; death toll climbs to 324,floods,floods,injured_or_dead_people
Update on #OpMadad - More than 3000 persons have been rescued by the armed forces as on date since the start of the operation. More than 750 persons have been provided medical care by the armed forces. #KeralaFloods2018 @nsitharaman,floods,floods,rescue_volunteering_or_donation_effort
Kudos to Megastar Chiranjeevi &amp; Ram Charan for donating big money to the Kerala flood relief fund. They have contributed Rs 50 lakhs . Ram Charans wife is sending medicines worth Rs 10 lakhs &amp; Chiranjeevis mother Anjana Devi is contributing Rs 1 lakh #megastarchiranjeevibdaycdp,floods,floods,rescue_volunteering_or_donation_effort
"Agree totally but the larger point that must go across is that all successive govts during the last few years are responsible for this. Their connivance with money, mafia finished the common man. The disaster &amp; damage caused to ppl is unfathomable #KeralaFloods",floods,floods,other_relevant_information
#KeralaAidPolitics | @AnchorAnandN presents the timeline of how the row over Rs 700 crore UAE Kerala aid began. Connecting the dots  #KeralaFloods #SOSKerala,floods,floods,other_relevant_information
Kerala Mersal Girls Fans Association #ThalapathyVMIMembers Collects And Hand Over Flood Relief Materials To Flood Affecters. @actorvijay @Jagadishbliss @RIAZtheboss #KeralaFloodRelief #KeralaFloods,floods,floods,rescue_volunteering_or_donation_effort
"We need leaders like this to spread awareness. The time is now, please help. #kerala #KeralaRains #KeralaFloods",floods,floods,other_relevant_information
"These trucks are turning septic tank sewage sludge into water that’s safe enough to be disposed of into the environment. As #KeralaFloods2018 waters recede @UNICEF is supporting the government as part of #KeralaFloodRelief clean up #ForEveryChild, a clean environment",floods,floods,rescue_volunteering_or_donation_effort
"#IndiaForKerala | We need to start building peoples lives Its a massive scale of work in front of us: @resulp, Oscar and BAFTA winning sound mixer, to NDTV. Here’s how you can help #KeralaFlood victims:  #HelpForKerala",floods,floods,rescue_volunteering_or_donation_effort
@WIONews India Govts stated policy not to accept foreign aid not specific to #KeralaFloods Still such funds can be channeled thru 1000s of NGOs/ biz houses in the state,floods,floods,rescue_volunteering_or_donation_effort
"To all National Medias and Central Authorities ὄ7 This is the current situation in Kerala . 14 districts in Kerala has been effected ὡ2 This is just a small part . Many houses , roads , over bridges, etc. has been effected. #KeralaRain #KeralaFloods @Forumkeralam1 @Forumreelz",floods,floods,infrastructure_and_utility_damage
"#Update#Keralafloods2018 Engineer Task Force of 202 Engineer Regiment rescued total of 1850 personnel including patients, children , ladies and senior citizens. Provided food, water, clothing, medicines. We are at it. #OpMadad #KeralaFloodRelief @PIB_India @SpokespersonMoD",floods,floods,rescue_volunteering_or_donation_effort
"Making music for Kerala victims. WOW! thats really a great step to help the victims, well done..ὄCὄFὤF Very best wishes @taapsee @vickykaushal09 @juniorbachchan @anuragkashyap72 @ItsAmitTrivedi for your concert.ὄD #ManmarziyaanMusicalTour #KeralaFloodRelief",floods,floods,sympathy_and_support
RT @sekartweets: Superstar @rajinikanth donated Rs 15 lakhs to #KeralaFloodRelief fund ὄFὄF,floods,floods,rescue_volunteering_or_donation_effort
"The devastation in flood-hit Kerala, its worst natural calamity in almost a century, has got everybody’s attention. But no one is talking about Assam, a state that faces the fury of floods year after year.",floods,floods,other_relevant_information
"Relief materials, includes rice, dhal, sugar, wheat flour, clothes, Bed sheets, Milk Powder, Napkins etc.. has reached KLὤF#Thalapathy @actorvijay #Thalapathy Sending VMI Volunteers Too to take of all activities ὠE #KeralaFloodRelief @RIAZtheboss @BussyAnand @Jagadishbliss",floods,floods,rescue_volunteering_or_donation_effort
"Kerala Floods Worse Than 1924 Deluge, Says 100-Year-Old Bishop  #KeralaFloods #KeralaFloodRelief #KeralaReliefRowTwist",floods,floods,other_relevant_information
#OdishaFireServices personnel boarding special aircraft to fulfil their mission to assist in rescue operations in #keralafloods.,floods,floods,rescue_volunteering_or_donation_effort
flood affected kerala facing rat fever 12 Dead Since August 1,floods,floods,injured_or_dead_people
"Kind attention of all Importers, Exporters, Customs Brokers, Stake Holders and Public including Charitable and Voluntary Organization, Custom House ,Cochin has enabled provisions of Customs for the purpose of relief and rehabilitation of People affected by flood in Kerala.",floods,floods,rescue_volunteering_or_donation_effort
"Kerala Flood has shown mankind that there is no meaning in dividing people in the name of Religion and richness.Manthir,Masjid and Church accommodated their religious enemies and prayers became same .How beautiful was it",floods,floods,sympathy_and_support
Done! Hope the money reaches the affected and needy! God bless Kerala!,floods,floods,sympathy_and_support
The Indian Pharmaceutical Industry continues to step up in aid of the people of Kerala. #IntasPharma joins @CiplaFoundation @Cipla_Global in donating urgently required critical medicines to the Govt of Kerala. Gratitude! #KeralaFloods @CarDroidusMax @varughese4 @chief_tribal,floods,floods,rescue_volunteering_or_donation_effort
"Kerala Floods: arguments are going on-Gov agencies said the cause of flood due to heavy rain. many experts, scientists and reputed agencies are confirmed the flood has happened due to simultaneous opening of about 23 dams with out any thinking of consequence, Which is correct?",floods,floods,other_relevant_information
Mullaperiyar dam waters had no role in Kerala floods: CWC #KeralaFloods Read more at:,floods,floods,other_relevant_information
@narendramodi government blocks UAEs and UNs help towards #KeralaFloods but foreign donations are acceptable to all political parties and guys like #VijayMaliya #NiravModi etc flew to foreign country after looting our money. Is this @BJP4Indias #AcheDin ?,floods,floods,rescue_volunteering_or_donation_effort
@BillGates #StandWithKerala #KeralaFloods #KeralaFloodRelief sir your kind attention to kerala more than 0.6 million people are in rescue camps flood almost destroyed kerala a state in India,floods,floods,rescue_volunteering_or_donation_effort
RT @ambaninitaa: 7.5 lakh pieces of apparel &amp; 1.5 lakh footwear have been distributed to the flood-affected. /2 #KeralaFloods #RFForKerala,floods,floods,rescue_volunteering_or_donation_effort
"I have received such heartbreaking news about the flood in Kerala in India that has already killed more than 300 people. A fellow mutual informed me about this. I send my condolences to those affected and send my upmost hope that everyone will be safe. Please, stay strong.",floods,floods,injured_or_dead_people
"Hella prays for Kerala to rise again. This Onam, lets stand with our brothers and sisters in this hour of need and do our bit by contributing towards the CM relief fund. To donate, visit:  #KeralaFloods #Onam",floods,floods,sympathy_and_support
"#KeralaFloods2018 | The NCP announced financial aid of Rs 1 crore for flood-ravaged Kerala, apart from medicines and other relief materials. Follow for updates.",floods,floods,rescue_volunteering_or_donation_effort
Rescue workers are risking their lives to save some of the thousands of animals left behind as relentless monsoon floods continue to ravage southern India. #KeralaFloodRelief #KeralaFloodRescue #SaveAnimals,floods,floods,rescue_volunteering_or_donation_effort
"@Komoriindia extends support its print customers in flood-hit Kerala A once-in-a-century rain in Kerala, which killed over 350 people and displaced 1.3 million people across the state, has also hit the print and packaging businesses. Read more:",floods,floods,injured_or_dead_people
. @RahulGandhi visits #KeralaFloodRelief camps. #RebuildingKerala. @INCIndia,floods,floods,other_relevant_information
Please dont use Sodium Polyacrylate to remove dirt water. Kindly visit  for authentic advices. #KeralaFloods #KeralaFloodRelief #KeralaFloods2018 #Kerala,floods,floods,caution_and_advice
RT @DilliDurAst: Flood-battered Kerala reports 50 deaths in a fortnight due to communicable diseases,floods,floods,injured_or_dead_people
"The Indian state of #Kerala is under flood, leaving behind hundreds of dead, thousands of displaced people and a severe food and drug shortage. . donations through SMS:  Donations through website:  . #UAESupportsKerala",floods,floods,injured_or_dead_people
"Need Assistance @jtimberlake, as the flood in Kerala,India is uncontrollable and a lot of relief fund is needed to recover this disaster. Kindly share this tweet to International Medias. #KeralaNeedsHelp #KeralaFloods #KeralaSOS Donate here-",floods,floods,requests_or_urgent_needs
Update #KeralaFloodRelief Efforts: The armed forces have deployed multiple fixed winged air crafts and helicopters to rescue and aid those affected by #KeralaFloods Below table shows the number &amp; duration of sorties and the lives saved as a result. @nsitharaman,floods,floods,rescue_volunteering_or_donation_effort
.@indiannavy To Undertake #Restoration Work In 2 Flood-hit Kerala Villages  #KeralaFloods #KeralaFloodsRelief,floods,floods,rescue_volunteering_or_donation_effort
Priorities of the boy Narendras government : ◙ ₹100cr for #KeralaFloods that has displaced millions of lives and killed hundreds ◙ ₹400cr for making a Hindi an official language at UN.,floods,floods,injured_or_dead_people
#EidMubarak to all those who are celebrating it today. Lets pray for peace and communal harmony in our country and dont forget to forget to pray for Kerala flood victims as well. May Allah bless us all. #EidAlAdha,floods,floods,sympathy_and_support
Floods are a state of mind! Hence hes leaving with escape velocity of Jupiter! #KeralaFloods #KeralaFloodRelief #BloodlessEid,floods,floods,other_relevant_information
Tdy was our 1st anniversary. We delivered a kit of essential items to 100 homes affected by #KeralaFloods including our staff and neighbours,floods,floods,rescue_volunteering_or_donation_effort
Indian students at the Universal College of Learning raised $1140 for those affected by the #KeralaFloods through a fundraising lunch. Proceeds will be donated to the Indian High Commission in #Wellington to help with relief efforts.,floods,floods,rescue_volunteering_or_donation_effort
